src,bytes,timestamp,target
10.0.69.164,333,2020-06-18T17:29:34Z,10.0.69.51
10.0.69.164,624,2020-06-18T17:29:43Z,10.0.69.165
10.0.69.164,365,2020-06-18T17:29:52Z,10.0.69.165
10.0.69.164,845,2020-06-18T17:30:01Z,10.0.69.181
10.0.69.164,407,2020-06-18T17:30:10Z,10.0.69.49
10.0.69.164,415,2020-06-18T17:30:19Z,10.0.69.147
10.0.69.164,637,2020-06-18T17:30:28Z,10.0.69.49
10.0.69.164,455,2020-06-18T17:30:37Z,10.0.69.51
10.0.69.164,327,2020-06-18T17:30:46Z,10.0.69.160
10.0.69.164,431,2020-06-18T17:30:55Z,10.0.69.49
10.0.69.164,541,2020-06-18T17:31:04Z,10.0.69.52
10.0.69.164,472,2020-06-18T17:31:13Z,10.0.69.181
10.0.69.164,430,2020-06-18T17:31:22Z,10.0.69.51
10.0.69.164,653,2020-06-18T17:31:31Z,10.0.69.51
10.0.69.164,575,2020-06-18T17:31:40Z,10.0.69.52
10.0.69.164,468,2020-06-18T17:31:49Z,10.0.69.181
10.0.69.164,301,2020-06-18T17:31:58Z,10.0.69.147
10.0.69.164,372,2020-06-18T17:32:07Z,10.0.69.147
10.0.69.164,430,2020-06-18T17:32:16Z,10.0.69.181
10.0.69.164,265,2020-06-18T17:32:25Z,10.0.69.51
10.0.69.164,506,2020-06-18T17:32:34Z,10.0.69.181
10.0.69.164,476,2020-06-18T17:32:43Z,10.0.69.49
10.0.69.164,508,2020-06-18T17:32:52Z,10.0.69.147
10.0.69.164,497,2020-06-18T17:33:01Z,10.0.69.160
10.0.69.164,491,2020-06-18T17:33:10Z,10.0.69.49
10.0.69.164,421,2020-06-18T17:33:19Z,10.0.69.160
10.0.69.164,529,2020-06-18T17:33:28Z,10.0.69.49
10.0.69.164,465,2020-06-18T17:33:37Z,10.0.69.51
10.0.69.164,537,2020-06-18T17:33:46Z,10.0.69.52
10.0.69.164,374,2020-06-18T17:33:55Z,10.0.69.120
10.0.69.164,413,2020-06-18T17:34:04Z,10.0.69.165
10.0.69.164,364,2020-06-18T17:34:13Z,10.0.69.160
10.0.69.164,336,2020-06-18T17:34:22Z,10.0.69.52
10.0.69.164,495,2020-06-18T17:34:31Z,10.0.69.181
10.0.69.164,413,2020-06-18T17:34:40Z,10.0.69.51
10.0.69.164,382,2020-06-18T17:34:49Z,10.0.69.181
10.0.69.164,260,2020-06-18T17:34:58Z,10.0.69.165
10.0.69.164,547,2020-06-18T17:35:07Z,10.0.69.51
10.0.69.164,581,2020-06-18T17:35:16Z,10.0.69.181
10.0.69.164,309,2020-06-18T17:35:25Z,10.0.69.181
10.0.69.164,447,2020-06-18T17:35:34Z,10.0.69.51
10.0.69.164,70,2020-06-18T17:35:43Z,10.0.69.120
10.0.69.164,475,2020-06-18T17:35:52Z,10.0.69.147
10.0.69.164,317,2020-06-18T17:36:01Z,10.0.69.165
10.0.69.164,751,2020-06-18T17:36:10Z,10.0.69.181
10.0.69.164,287,2020-06-18T17:36:19Z,10.0.69.49
10.0.69.164,409,2020-06-18T17:36:28Z,10.0.69.51
10.0.69.164,593,2020-06-18T17:36:37Z,10.0.69.120
10.0.69.164,368,2020-06-18T17:36:46Z,10.0.69.160
10.0.69.164,296,2020-06-18T17:36:55Z,10.0.69.52
10.0.69.164,371,2020-06-18T17:37:04Z,10.0.69.147
10.0.69.164,391,2020-06-18T17:37:13Z,10.0.69.181
10.0.69.164,755,2020-06-18T17:37:22Z,10.0.69.51
