src,bytes,timestamp,target
10.0.69.46,49,2020-06-18T01:34:49Z,10.0.69.159
10.0.69.46,34,2020-06-18T01:34:57Z,10.0.69.159
10.0.69.46,29,2020-06-18T01:35:05Z,10.0.69.79
10.0.69.46,61,2020-06-18T01:35:13Z,10.0.69.90
10.0.69.46,68,2020-06-18T01:35:21Z,10.0.69.79
10.0.69.46,16,2020-06-18T01:35:29Z,10.0.69.79
10.0.69.46,58,2020-06-18T01:35:37Z,10.0.69.159
10.0.69.46,67,2020-06-18T01:35:45Z,10.0.69.18
10.0.69.46,56,2020-06-18T01:35:53Z,10.0.69.159
10.0.69.46,45,2020-06-18T01:36:01Z,10.0.69.90
10.0.69.46,72,2020-06-18T01:36:09Z,10.0.69.155
10.0.69.46,45,2020-06-18T01:36:17Z,10.0.69.155
10.0.69.46,33,2020-06-18T01:36:25Z,10.0.69.90
10.0.69.46,42,2020-06-18T01:36:33Z,10.0.69.159
10.0.69.46,56,2020-06-18T01:36:41Z,10.0.69.155
10.0.69.46,23,2020-06-18T01:36:49Z,10.0.69.79
10.0.69.46,29,2020-06-18T01:36:57Z,10.0.69.79
10.0.69.46,55,2020-06-18T01:37:05Z,10.0.69.159
10.0.69.46,32,2020-06-18T01:37:13Z,10.0.69.155
10.0.69.46,46,2020-06-18T01:37:21Z,10.0.69.159
10.0.69.46,36,2020-06-18T01:37:29Z,10.0.69.18
10.0.69.46,14,2020-06-18T01:37:37Z,10.0.69.155
10.0.69.46,35,2020-06-18T01:37:45Z,10.0.69.159
10.0.69.46,51,2020-06-18T01:37:53Z,10.0.69.159
10.0.69.46,65,2020-06-18T01:38:01Z,10.0.69.159
10.0.69.46,53,2020-06-18T01:38:09Z,10.0.69.79
10.0.69.46,21,2020-06-18T01:38:17Z,10.0.69.159
10.0.69.46,61,2020-06-18T01:38:25Z,10.0.69.155
10.0.69.46,34,2020-06-18T01:38:33Z,10.0.69.90
10.0.69.46,48,2020-06-18T01:38:41Z,10.0.69.155
10.0.69.46,50,2020-06-18T01:38:49Z,10.0.69.159
10.0.69.46,59,2020-06-18T01:38:57Z,10.0.69.79
10.0.69.46,35,2020-06-18T01:39:05Z,10.0.69.90
10.0.69.46,37,2020-06-18T01:39:13Z,10.0.69.90
10.0.69.46,46,2020-06-18T01:39:21Z,10.0.69.79
10.0.69.46,33,2020-06-18T01:39:29Z,10.0.69.79
10.0.69.46,59,2020-06-18T01:39:37Z,10.0.69.79
10.0.69.46,38,2020-06-18T01:39:45Z,10.0.69.79
10.0.69.46,70,2020-06-18T01:39:53Z,10.0.69.18
10.0.69.46,81,2020-06-18T01:40:01Z,10.0.69.159
10.0.69.46,51,2020-06-18T01:40:09Z,10.0.69.159
10.0.69.46,65,2020-06-18T01:40:17Z,10.0.69.18
10.0.69.46,48,2020-06-18T01:40:25Z,10.0.69.159
